Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1956,Melbourne / Stockholm,Aquatics,Swimming,"ALDERSON-ROSAZZA, Joan Ann",USA,Women,4X100M Freestyle Relay,Silver
1956,Melbourne / Stockholm,Aquatics,Swimming,"MANN, Shelley Isabel",USA,Women,4X100M Freestyle Relay,Silver
1956,Melbourne / Stockholm,Aquatics,Swimming,"RUUSKA, Sylvia Eliina",USA,Women,4X100M Freestyle Relay,Silver
1956,Melbourne / Stockholm,Aquatics,Swimming,"SIMONS, Nancy Joan",USA,Women,4X100M Freestyle Relay,Silver
1956,Melbourne / Stockholm,Aquatics,Swimming,"NIKITIN, Boris",URS,Men,4X200M Freestyle Relay,Bronze
1956,Melbourne / Stockholm,Aquatics,Swimming,"NIKOLAEV, Gennadi",URS,Men,4X200M Freestyle Relay,Bronze
1956,Melbourne / Stockholm,Aquatics,Swimming,"SOROKIN, Vitali",URS,Men,4X200M Freestyle Relay,Bronze
1956,Melbourne / Stockholm,Aquatics,Swimming,"STRUZHANOV, Vladimir",URS,Men,4X200M Freestyle Relay,Bronze
1956,Melbourne / Stockholm,Aquatics,Swimming,"DEVITT, John",AUS,Men,4X200M Freestyle Relay,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"HENRICKS, Jon Malcolm",AUS,Men,4X200M Freestyle Relay,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"O'HALLORAN, Kevin",AUS,Men,4X200M Freestyle Relay,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"ROSE, Murray",AUS,Men,4X200M Freestyle Relay,Gold
1956,Melbourne / Stockholm,Aquatics,Swimming,"BREEN, George Thomas",USA,Men,4X200M Freestyle Relay,Silver
1956,Melbourne / Stockholm,Aquatics,Swimming,"HANLEY, Richard Dennis",USA,Men,4X200M Freestyle Relay,Silver
1956,Melbourne / Stockholm,Aquatics,Swimming,"KONNO, Ford Hiroshi",USA,Men,4X200M Freestyle Relay,Silver
1956,Melbourne / Stockholm,Aquatics,Swimming,"WOOLSEY, William Tripp",USA,Men,4X200M Freestyle Relay,Silver
1956,Melbourne / Stockholm,Aquatics,Water polo,"AGEEV, Viktor",URS,Men,Water Polo,Bronze
1956,Melbourne / Stockholm,Aquatics,Water polo,"BREUS, Pyotr",URS,Men,Water Polo,Bronze
1956,Melbourne / Stockholm,Aquatics,Water polo,"GOIKHMAN, Boris",URS,Men,Water Polo,Bronze
1956,Melbourne / Stockholm,Aquatics,Water polo,"GVAKHARIYA, Nodar",URS,Men,Water Polo,Bronze
1956,Melbourne / Stockholm,Aquatics,Water polo,"KURENNOI, Vyacheslav",URS,Men,Water Polo,Bronze
1956,Melbourne / Stockholm,Aquatics,Water polo,"MARKAROV, Boris",URS,Men,Water Polo,Bronze
1956,Melbourne / Stockholm,Aquatics,Water polo,"MSHVENIERADZE, Pyotr",URS,Men,Water Polo,Bronze
1956,Melbourne / Stockholm,Aquatics,Water polo,"PROKOPOV, Valentin",URS,Men,Water Polo,Bronze
1956,Melbourne / Stockholm,Aquatics,Water polo,"RYZHAK, Mikhail",URS,Men,Water Polo,Bronze
1956,Melbourne / Stockholm,Aquatics,Water polo,"SHLYAPIN, Yuri",URS,Men,Water Polo,Bronze
1956,Melbourne / Stockholm,Aquatics,Water polo,"BOLVARI, Antal",HUN,Men,Water Polo,Gold
1956,Melbourne / Stockholm,Aquatics,Water polo,"BOROS, Otto",HUN,Men,Water Polo,Gold
1956,Melbourne / Stockholm,Aquatics,Water polo,"GYARMATI, Dezso",HUN,Men,Water Polo,Gold
1956,Melbourne / Stockholm,Aquatics,Water polo,"HEVESI, Istvan",HUN,Men,Water Polo,Gold
1956,Melbourne / Stockholm,Aquatics,Water polo,"JENEI, Laszlo",HUN,Men,Water Polo,Gold
1956,Melbourne / Stockholm,Aquatics,Water polo,"KANIZSA, Tivadar",HUN,Men,Water Polo,Gold
1956,Melbourne / Stockholm,Aquatics,Water polo,"KARPATI, György",HUN,Men,Water Polo,Gold
1956,Melbourne / Stockholm,Aquatics,Water polo,"MARKOVICS, Kalman",HUN,Men,Water Polo,Gold
1956,Melbourne / Stockholm,Aquatics,Water polo,"MAYER, Mihaly",HUN,Men,Water Polo,Gold
1956,Melbourne / Stockholm,Aquatics,Water polo,"SZIVOS, Istvan",HUN,Men,Water Polo,Gold
1956,Melbourne / Stockholm,Aquatics,Water polo,"ZADOR, Ervin",HUN,Men,Water Polo,Gold
1956,Melbourne / Stockholm,Aquatics,Water polo,"CIPCI, Ivo",YUG,Men,Water Polo,Silver
1956,Melbourne / Stockholm,Aquatics,Water polo,"FRANJKOVIC, Tomislav",YUG,Men,Water Polo,Silver
1956,Melbourne / Stockholm,Aquatics,Water polo,"IVKOVIC, Vladimir",YUG,Men,Water Polo,Silver
1956,Melbourne / Stockholm,Aquatics,Water polo,"JEZIC, Zdravko",YUG,Men,Water Polo,Silver
1956,Melbourne / Stockholm,Aquatics,Water polo,"KACIC, Horivoje",YUG,Men,Water Polo,Silver
1956,Melbourne / Stockholm,Aquatics,Water polo,"KOVACIC, Zdravko",YUG,Men,Water Polo,Silver
1956,Melbourne / Stockholm,Aquatics,Water polo,"RADONIC, Lovro",YUG,Men,Water Polo,Silver
1956,Melbourne / Stockholm,Aquatics,Water polo,"ZUZEJ, Marjan",YUG,Men,Water Polo,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"LAWRENCE, Allan",AUS,Men,10000M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"KUTS, Vladimir",URS,Men,10000M,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"KOVACS, Jozsef",HUN,Men,10000M,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"HOGAN, Hector",AUS,Men,100M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"MORROW, Robert Joseph",USA,Men,100M,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"BAKER, Walter Thane",USA,Men,100M,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"MATHEWS-O'SHEA, Marlene Judith",AUS,Women,100M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"CUTHBERT, Betty",AUS,Women,100M,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"STUBNICK, Christa",EUA,Women,100M,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"SHANKLE, Joel",USA,Men,110M Hurdles,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"CALHOUN, Lee",USA,Men,110M Hurdles,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"DAVIS, Jack",USA,Men,110M Hurdles,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"LANDY, John",AUS,Men,1500M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"DELANY, Ronald Michael",IRL,Men,1500M,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"RICHTZENHAIN, Klaus",EUA,Men,1500M,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"BAKER, Walter Thane",USA,Men,200M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"MORROW, Robert Joseph",USA,Men,200M,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"STANFIELD, Andrew William",USA,Men,200M,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"MATHEWS-O'SHEA, Marlene Judith",AUS,Women,200M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"CUTHBERT, Betty",AUS,Women,200M,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"STUBNICK, Christa",EUA,Women,200M,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"JUNK, Bruno",URS,Men,20KM Walk,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"SPIRIN, Leonid",URS,Men,20KM Walk,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"MIKENAS, Antanas",URS,Men,20KM Walk,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"LARSEN, Ernst",NOR,Men,3000M Steeplechase,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"BRASHER, Christopher William",GBR,Men,3000M Steeplechase,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"ROZSNYOI, Sandor",HUN,Men,3000M Steeplechase,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"HELLSTEN, Voitto Valdemar",FIN,Men,400M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"IGNATYEV, Ardalion",URS,Men,400M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"JENKINS, Charles Lamont",USA,Men,400M,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"HAAS, Karl-Friedrich",EUA,Men,400M,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"CULBREATH, Joshua",USA,Men,400M Hurdles,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"DAVIS, Glenn Ashby",USA,Men,400M Hurdles,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"SOUTHERN, Silas Edward",USA,Men,400M Hurdles,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"FÜTTERER, Heinz",EUA,Men,4X100M Relay,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"GERMAR, Manfred",EUA,Men,4X100M Relay,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"KNÖRZER, Lothar",EUA,Men,4X100M Relay,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"POHL, Leonard (Leo)",EUA,Men,4X100M Relay,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"BAKER, Walter Thane",USA,Men,4X100M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"KING, Leamon",USA,Men,4X100M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"MORROW, Robert Joseph",USA,Men,4X100M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"MURCHISON, Ira James",USA,Men,4X100M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"BARTENEV, Leonid",URS,Men,4X100M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"KONOVALOV, Yuri",URS,Men,4X100M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"SUKHAREV, Vladimir",URS,Men,4X100M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"TOKAREV, Boris",URS,Men,4X100M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"DANIELS, Isabelle Francis",USA,Women,4X100M Relay,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"FAGGS, Mae Heriwentha",USA,Women,4X100M Relay,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"MATTHEWS, Margaret Rejean",USA,Women,4X100M Relay,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"RUDOLPH, Wilma",USA,Women,4X100M Relay,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"CROOKER-FLEMING, Norma Wilson",AUS,Women,4X100M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"CUTHBERT, Betty",AUS,Women,4X100M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"MELLOR-WENHAM, Fluer Northey",AUS,Women,4X100M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",AUS,Women,4X100M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"ARMITAGE, Heather Joy",GBR,Women,4X100M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"FOULDS-PAUL, June Florence",GBR,Women,4X100M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"PASHLEY, Anne",GBR,Women,4X100M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"SCRIVENS, Jean Eileen",GBR,Women,4X100M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"HIGGINS, Francis Peter",GBR,Men,4X400M Relay,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"JOHNSON, Derek James Neville",GBR,Men,4X400M Relay,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"SALISBURY, John Edward",GBR,Men,4X400M Relay,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"WHEELER, Michael Keith Valentine",GBR,Men,4X400M Relay,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"COURTNEY, Thomas William",USA,Men,4X400M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"JENKINS, Charles Lamont",USA,Men,4X400M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"JONES, Louis Woodard III",USA,Men,4X400M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"MASHBURN, Jesse William",USA,Men,4X400M Relay,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"GIPSON, Graham Chater",AUS,Men,4X400M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"GOSPER, Richard Kevan",AUS,Men,4X400M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"GREGORY, Leonard Stuart",AUS,Men,4X400M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"LEAN, David Francis",AUS,Men,4X400M Relay,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"IBBOTSON, George Derek",GBR,Men,5000M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"KUTS, Vladimir",URS,Men,5000M,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"PIRIE, Douglas A.Gordon",GBR,Men,5000M,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"LJUNGGREN, John Artur",SWE,Men,50KM Walk,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"READ, Norman Richard",NZL,Men,50KM Walk,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"MASKINSKOV, Yevgeni",URS,Men,50KM Walk,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"BOYSEN, Audun",NOR,Men,800M,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"COURTNEY, Thomas William",USA,Men,800M,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"JOHNSON, Derek James Neville",GBR,Men,800M,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"THROWER-AUSTIN, Norma Claire",AUS,Women,80M Hurdles,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"STRICKLAND-DE LA HUNTY, Shirley",AUS,Women,80M Hurdles,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"KÖHLER-BIRKEMEYER, Gisela",EUA,Women,80M Hurdles,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"KUZNETSOV, Vasili",URS,Men,Decathlon,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"CAMPBELL, Milton Gray",USA,Men,Decathlon,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"JOHNSON, Rafer Lewis",USA,Men,Decathlon,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"KOCH, Desmond Dalworth",USA,Men,Discus Throw,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"OERTER, Alfred",USA,Men,Discus Throw,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"GORDIEN, Fortune Edward",USA,Men,Discus Throw,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"ROMASHKOVA-PONOMAREVA, Nina",URS,Women,Discus Throw,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"FIKOTOVA-CONNOLLY, Olga",TCH,Women,Discus Throw,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"BEGLYAKOVA, Irina",URS,Women,Discus Throw,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"SAMOTSVETOV, Anatoli",URS,Men,Hammer Throw,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"CONNOLLY, Harold Vincent",USA,Men,Hammer Throw,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"KRIVONOSOV, Mikhail",URS,Men,Hammer Throw,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"KASHKAROV, Igor",URS,Men,High Jump,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"DUMAS, Charles Everett",USA,Men,High Jump,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"PORTER, Charles Michael",AUS,Men,High Jump,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"MCDANIEL, Mildred Louise",USA,Women,High Jump,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"HOPKINS, Thelma Elizabeth",GBR,Women,High Jump,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"PISSAREVA, Mariya",URS,Women,High Jump,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"TSYBULENKO, Viktor",URS,Men,Javelin Throw,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"DANIELSEN, Egil",NOR,Men,Javelin Throw,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"SIDLO, Janusz",POL,Men,Javelin Throw,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"KONYAEVA, Nadezhda",URS,Women,Javelin Throw,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"YAUNZEME, Inese",URS,Women,Javelin Throw,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"AHRENS, Marlene",CHI,Women,Javelin Throw,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"VALKAMA, Jorma Rainer",FIN,Men,Long Jump,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"BELL, Gregory Curtis",USA,Men,Long Jump,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"BENNETT, John Dale",USA,Men,Long Jump,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"KHNYKINA-DVALISHVILI, Nadezhda",URS,Women,Long Jump,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"DUNSKA-KRZESINSKA, Elzbieta",POL,Women,Long Jump,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"WHITE, Willie B.",USA,Women,Long Jump,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"KARVONEN, Veikko Leo",FIN,Men,Marathon,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"MIMOUN, Alain",FRA,Men,Marathon,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"MIHALIC, Franjo",YUG,Men,Marathon,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"ROUBANIS, Georgios",GRE,Men,Pole Vault,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"RICHARDS, Robert",USA,Men,Pole Vault,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"GUTOWSKI, Robert Allen",USA,Men,Pole Vault,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"SKOBLA, Jiri",TCH,Men,Shot Put,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"O, William Patrick Jr.",USA,Men,Shot Put,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"NIEDER, William Henry",USA,Men,Shot Put,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"WERNER-SCHULZE-ENTRUP, Marianne",EUA,Women,Shot Put,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"TYSHKEVICH, Tamara",URS,Women,Shot Put,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"ZYBINA, Galina",URS,Women,Shot Put,Silver
1956,Melbourne / Stockholm,Athletics,Athletics,"KREER, Vitold",URS,Men,Triple Jump,Bronze
1956,Melbourne / Stockholm,Athletics,Athletics,"FERREIRA DA SILVA, Adhemar",BRA,Men,Triple Jump,Gold
1956,Melbourne / Stockholm,Athletics,Athletics,"EINARSSON, Vilhjalmur",ISL,Men,Triple Jump,Silver
1956,Melbourne / Stockholm,Basketball,Basketball,"BLIXEN, Carlos S.",URU,Men,Basketball,Bronze
1956,Melbourne / Stockholm,Basketball,Basketball,"CHELLE, Nelson R.",URU,Men,Basketball,Bronze
1956,Melbourne / Stockholm,Basketball,Basketball,"CORTES, Ramiro",URU,Men,Basketball,Bronze
1956,Melbourne / Stockholm,Basketball,Basketball,"COSTA, Hector J.",URU,Men,Basketball,Bronze
1956,Melbourne / Stockholm,Basketball,Basketball,"DEMARCO, Nelson",URU,Men,Basketball,Bronze
1956,Melbourne / Stockholm,Basketball,Basketball,"GARCIA OTERO, Hector",URU,Men,Basketball,Bronze
1956,Melbourne / Stockholm,Basketball,Basketball,"GONZALEZ, Carlos",URU,Men,Basketball,Bronze
1956,Melbourne / Stockholm,Basketball,Basketball,"MATTO, Sergio A.",URU,Men,Basketball,Bronze
1956,Melbourne / Stockholm,Basketball,Basketball,"MERA, Raul E.",URU,Men,Basketball,Bronze
1956,Melbourne / Stockholm,Basketball,Basketball,"MOGLIA, Oscar",URU,Men,Basketball,Bronze
1956,Melbourne / Stockholm,Basketball,Basketball,"OLASCOAGA, Ariel",URU,Men,Basketball,Bronze
1956,Melbourne / Stockholm,Basketball,Basketball,"SCARON, Milton A.",URU,Men,Basketball,Bronze
1956,Melbourne / Stockholm,Basketball,Basketball,"BOUSHKA, Richard James",USA,Men,Basketball,Gold
1956,Melbourne / Stockholm,Basketball,Basketball,"CAIN, Carl Cecil",USA,Men,Basketball,Gold
1956,Melbourne / Stockholm,Basketball,Basketball,"DARLING, Charles Frick",USA,Men,Basketball,Gold
1956,Melbourne / Stockholm,Basketball,Basketball,"EVANS, William Best",USA,Men,Basketball,Gold
1956,Melbourne / Stockholm,Basketball,Basketball,"FORD, Gilbert",USA,Men,Basketball,Gold
1956,Melbourne / Stockholm,Basketball,Basketball,"HALDORSSON, Burdette Eliele",USA,Men,Basketball,Gold
1956,Melbourne / Stockholm,Basketball,Basketball,"HOUGLAND, William Marion",USA,Men,Basketball,Gold
1956,Melbourne / Stockholm,Basketball,Basketball,"JEANGERARD, Robert Eugene",USA,Men,Basketball,Gold
1956,Melbourne / Stockholm,Basketball,Basketball,"JONES, Kenneth C.",USA,Men,Basketball,Gold
1956,Melbourne / Stockholm,Basketball,Basketball,"RUSSELL, William Fenton",USA,Men,Basketball,Gold
1956,Melbourne / Stockholm,Basketball,Basketball,"TOMSIC, Ronald Paul",USA,Men,Basketball,Gold
1956,Melbourne / Stockholm,Basketball,Basketball,"WALSH, James Patrick",USA,Men,Basketball,Gold
1956,Melbourne / Stockholm,Basketball,Basketball,"BOCHKAREV, Arkadi",URS,Men,Basketball,Silver
1956,Melbourne / Stockholm,Basketball,Basketball,"KRUMINS, Yanis",URS,Men,Basketball,Silver
1956,Melbourne / Stockholm,Basketball,Basketball,"LAURITENAS, Algirdas",URS,Men,Basketball,Silver
1956,Melbourne / Stockholm,Basketball,Basketball,"MUIZHNIEK, Valdis",URS,Men,Basketball,Silver
1956,Melbourne / Stockholm,Basketball,Basketball,"OZEROV, Yuri",URS,Men,Basketball,Silver
1956,Melbourne / Stockholm,Basketball,Basketball,"PETKYAVICHUS, Kasis",URS,Men,Basketball,Silver
1956,Melbourne / Stockholm,Basketball,Basketball,"SEMYONOV, Mikhail",URS,Men,Basketball,Silver
1956,Melbourne / Stockholm,Basketball,Basketball,"STONKUS, Stasis",URS,Men,Basketball,Silver
1956,Melbourne / Stockholm,Basketball,Basketball,"STUDENETSKY, Mikhail",URS,Men,Basketball,Silver
1956,Melbourne / Stockholm,Basketball,Basketball,"TORBAN, Vladimir",URS,Men,Basketball,Silver
1956,Melbourne / Stockholm,Basketball,Basketball,"VALDMANIS, Maigonis",URS,Men,Basketball,Silver
1956,Melbourne / Stockholm,Basketball,Basketball,"ZUBKOV, Viktor",URS,Men,Basketball,Silver
1956,Melbourne / Stockholm,Boxing,Boxing,"CALDWELL, John",IRL,Men,- 51KG (Flyweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"LIBEER, Rene",FRA,Men,- 51KG (Flyweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"SPINKS, Terence George",GBR,Men,- 51KG (Flyweight),Gold
1956,Melbourne / Stockholm,Boxing,Boxing,"DOBRESCU, Mircea",ROU,Men,- 51KG (Flyweight),Silver
1956,Melbourne / Stockholm,Boxing,Boxing,"BEKKER, Daniel Wepener",RSA,Men,+ 81KG (Heavyweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"BOZZANO, Giacomo",ITA,Men,+ 81KG (Heavyweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"RADEMACHER, Thomas Peter",USA,Men,+ 81KG (Heavyweight),Gold
1956,Melbourne / Stockholm,Boxing,Boxing,"MUKHIN, Lev",URS,Men,+ 81KG (Heavyweight),Silver
1956,Melbourne / Stockholm,Boxing,Boxing,"BARRIENTOS, Claudio",CHI,Men,51 - 54KG (Bantamweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"GILROY, Frederick",IRL,Men,51 - 54KG (Bantamweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"BEHRENDT, Wolfgang",EUA,Men,51 - 54KG (Bantamweight),Gold
1956,Melbourne / Stockholm,Boxing,Boxing,"SONG, Soon-Chun",KOR,Men,51 - 54KG (Bantamweight),Silver
1956,Melbourne / Stockholm,Boxing,Boxing,"HÄMÄLÄINEN, Pentti Olavi",FIN,Men,54 - 57KG (Featherweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"NIEDZWIEDZKI, Henryk",POL,Men,54 - 57KG (Featherweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"SAFRONOV, Vladimir",URS,Men,54 - 57KG (Featherweight),Gold
1956,Melbourne / Stockholm,Boxing,Boxing,"NICHOLLS, Thomas G.",GBR,Men,54 - 57KG (Featherweight),Silver
1956,Melbourne / Stockholm,Boxing,Boxing,"BYRNE, Anthony",IRL,Men,57 - 60KG (Lightweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"LAGETKO, Anatoli",URS,Men,57 - 60KG (Lightweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"MCTAGGART, Richard",GBR,Men,57 - 60KG (Lightweight),Gold
1956,Melbourne / Stockholm,Boxing,Boxing,"KURSCHAT, Harry",EUA,Men,57 - 60KG (Lightweight),Silver
1956,Melbourne / Stockholm,Boxing,Boxing,"DUMITRESCU, Constantin",ROU,Men,60 - 63.5KG (Light-Welterweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"LOUBSCHER, Henry James",RSA,Men,60 - 63.5KG (Light-Welterweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"ENGIBARYAN, Vladimir",URS,Men,60 - 63.5KG (Light-Welterweight),Gold
1956,Melbourne / Stockholm,Boxing,Boxing,"NENCI, Franco",ITA,Men,60 - 63.5KG (Light-Welterweight),Silver
1956,Melbourne / Stockholm,Boxing,Boxing,"GARGANO, Nicholas",GBR,Men,63.5 - 67KG (Welterweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"HOGARTH, Kevin John",AUS,Men,63.5 - 67KG (Welterweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"LINCA, Nicolae",ROU,Men,63.5 - 67KG (Welterweight),Gold
1956,Melbourne / Stockholm,Boxing,Boxing,"TIEDT, Fred",IRL,Men,63.5 - 67KG (Welterweight),Silver
1956,Melbourne / Stockholm,Boxing,Boxing,"MCCORMACK, John",GBR,Men,67 - 71KG (Light-Middleweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"PIETRZYKOWSKI, Zbigniew",POL,Men,67 - 71KG (Light-Middleweight),Bronze
1956,Melbourne / Stockholm,Boxing,Boxing,"PAPP, Laszlo",HUN,Men,67 - 71KG (Light-Middleweight),Gold
